Year,Geography,Measure type,Annual Mean Temperature,Unit of Measure
1899,Northern Ireland,Annual Mean Temperature,8.955439096,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,UK,Annual Mean Temperature,7.755031096,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,UK,Annual Mean Temperature,8.735416913,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,UK,Annual Mean Temperature,7.993920438,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,UK,Annual Mean Temperature,9.157646438,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,England,Annual Mean Temperature,7.679662951,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,UK,Annual Mean Temperature,7.280336175,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1899,UK,Annual Mean Temperature,8.57228937,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,England,Annual Mean Temperature,9.195480603,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,England,Annual Mean Temperature,8.917355683,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,England trend,Annual Mean Temperature,8.880141465,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,England trend,Annual Mean Temperature,8.847081173,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,Northern Ireland,Annual Mean Temperature,9.070488849,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,Scotland trend,Annual Mean Temperature,6.992427774,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,UK,Annual Mean Temperature,9.136951151,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,Scotland trend,Annual Mean Temperature,7.041691317,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,Scotland trend,Annual Mean Temperature,7.335908102,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,Scotland trend,Annual Mean Temperature,6.703693986,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,Northern Ireland,Annual Mean Temperature,8.065645178,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,Northern Ireland,Annual Mean Temperature,7.879406137,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,Northern Ireland,Annual Mean Temperature,8.888020521,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,Northern Ireland,Annual Mean Temperature,8.833092705,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,Wales trend,Annual Mean Temperature,8.102576551,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,Northern Ireland,Annual Mean Temperature,8.617906795,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,Wales trend,Annual Mean Temperature,9.337541608,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,Northern Ireland,Annual Mean Temperature,8.401116356,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,Northern Ireland,Annual Mean Temperature,8.347868822,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,Wales trend,Annual Mean Temperature,8.873718647,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,Northern Ireland,Annual Mean Temperature,8.818125437,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,Wales trend,Annual Mean Temperature,8.627317498,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2004,Scotland trend,Annual Mean Temperature,7.74914612,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,Northern Ireland,Annual Mean Temperature,9.317394521,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,Wales trend,Annual Mean Temperature,8.568444279,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,Wales trend,Annual Mean Temperature,8.718494494,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2015,Scotland trend,Annual Mean Temperature,7.807319803,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,Northern Ireland,Annual Mean Temperature,8.667124356,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,Wales trend,Annual Mean Temperature,8.801021816,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,Wales trend,Annual Mean Temperature,8.681580156,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,England,Annual Mean Temperature,9.528266038,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,England,Annual Mean Temperature,9.632900877,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,Wales trend,Annual Mean Temperature,8.568971399,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,Wales trend,Annual Mean Temperature,8.523050738,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,Wales trend,Annual Mean Temperature,8.423169132,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,UK,Annual Mean Temperature,8.283999671,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,UK,Annual Mean Temperature,8.810151041,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,UK,Annual Mean Temperature,7.632063534,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,England trend,Annual Mean Temperature,8.98380723,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,England trend,Annual Mean Temperature,8.874576445,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,UK,Annual Mean Temperature,8.824196712,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,England trend,Annual Mean Temperature,8.845969794,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,England,Annual Mean Temperature,8.104890986,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,UK,Annual Mean Temperature,8.441960628,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,UK,Annual Mean Temperature,8.229910164,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,England,Annual Mean Temperature,10.28961805,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,UK,Annual Mean Temperature,8.188235644,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,UK,Annual Mean Temperature,8.266387945,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1960,Scotland trend,Annual Mean Temperature,7.026003151,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,UK,Annual Mean Temperature,8.728827322,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1971,Scotland trend,Annual Mean Temperature,6.999711783,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1982,Scotland trend,Annual Mean Temperature,7.052827581,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,UK,Annual Mean Temperature,9.37297137,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,UK,Annual Mean Temperature,8.015178822,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1993,Scotland trend,Annual Mean Temperature,7.380223751,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1894,Scotland trend,Annual Mean Temperature,6.732131633,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,Northern Ireland,Annual Mean Temperature,8.400852329,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,Northern Ireland,Annual Mean Temperature,8.505753151,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1912,UK,Annual Mean Temperature,8.173879536,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,Northern Ireland,Annual Mean Temperature,8.135093589,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,UK,Annual Mean Temperature,7.967663342,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,Northern Ireland,Annual Mean Temperature,8.815060219,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,UK,Annual Mean Temperature,8.867847534,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,Northern Ireland,Annual Mean Temperature,9.446315534,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,UK,Annual Mean Temperature,9.133828411,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1956,Northern Ireland,Annual Mean Temperature,8.447768497,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1956,UK,Annual Mean Temperature,7.902559672,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1967,Northern Ireland,Annual Mean Temperature,8.474489589,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1967,UK,Annual Mean Temperature,8.468887534,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,Northern Ireland,Annual Mean Temperature,8.51250326,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,UK,Annual Mean Temperature,8.226715315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,Northern Ireland,Annual Mean Temperature,9.099296274,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1899,Wales trend,Annual Mean Temperature,8.404055302,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,UK,Annual Mean Temperature,9.227868301,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,Wales trend,Annual Mean Temperature,8.073714432,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,Wales trend,Annual Mean Temperature,9.30717955,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2005,Scotland trend,Annual Mean Temperature,7.761615365,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,Wales trend,Annual Mean Temperature,8.827694384,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2016,Scotland trend,Annual Mean Temperature,7.812249089,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,Wales trend,Annual Mean Temperature,8.615053605,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,Wales trend,Annual Mean Temperature,8.56636885,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,Wales trend,Annual Mean Temperature,8.732978487,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,Wales trend,Annual Mean Temperature,8.793297266,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,Wales trend,Annual Mean Temperature,8.666466653,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,Wales trend,Annual Mean Temperature,8.569688263,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,Wales trend,Annual Mean Temperature,8.513923679,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2011,England,Annual Mean Temperature,10.53694575,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2000,England,Annual Mean Temperature,9.918958115,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1939,England trend,Annual Mean Temperature,9.140518956,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1928,England trend,Annual Mean Temperature,8.971580498,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1917,England trend,Annual Mean Temperature,8.869235972,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1906,England trend,Annual Mean Temperature,8.840243004,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1950,Scotland trend,Annual Mean Temperature,7.167024161,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1961,Scotland trend,Annual Mean Temperature,7.010764197,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1972,Scotland trend,Annual Mean Temperature,6.998119709,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1983,Scotland trend,Annual Mean Temperature,7.067219142,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1994,Scotland trend,Annual Mean Temperature,7.428290015,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,Wales trend,Annual Mean Temperature,9.478462342,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1884,Scotland trend,Annual Mean Temperature,6.535663299,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
